,text,tag
14017,"""누세요.",OOOOO
41250,텍스트를 바꿔 가지고?,BIIOOOOOOOOO
26748,가장 편한 길이라도 바로 엊그제 돌멩이를 깔아 놓은 길보다 더 험할 지경이다.,OOOOOOBOOOOOOOBIIOBIIOOOOOOOOBOOOOOOOOOOOOO
69825,죽음 역시 이렇게 시대에 따라서 그 문명의 특징을 반영하고 있는 것이다.,BIOOOOOOOOBIOOOOOOOOBIOOBIOOBIOOOOOOOOOO
58317,심장과 피를 구분해서는 혈을 이해할 수 없고 뇌와 마음을 구분해서는 심을 이해할 수 없다는 것이다.,BIOOBOOBIOOOOBOOBIOOOOOOOBOOBIOOBIOOOOBOOBIOOOOOOOOOOOO
70800,백김치.갓김치.얼가리김치.총각김치.파김치 등 손맛이 제대로 배인 다양한 김치들이 퍼레이드를 펼친다.,BBIIIIOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOBIOOBIOOOBIIIOOOOOO
15845,살코기만으로 갈비살이 이 부피 나오는 거 봤어?,BIIOOOOBIIOOOOBIOOOOOOOOOO
66465,혼자 심심했던 차에 들리는 전화벨 소리는 그지없이 반갑게 들렸다.,BIOOOOOOOOOOOOOBIIOBIOOOOOOOOOOOOOOO
6950,첨 본 남자는.,OOOOBIOO
70819,새끼덧문이 열리고 박창길이 들어왔다.,BIOOOOOOOOBIIOOOOOOO
575,북한의 산업을 구조적으로 육성할 수 있는 마스터플랜을 작성하라.,BIOOBIOOBIOOOOBIOOOOOOOBIIOOOOBIOOO
65960,첫째는 딴 놈이면 한대 붙이려다가 주저앉았다.,OOOOOOOOOOOOOOOOOOOOOOOOO
25240,"그러나 그에게는 술을 마음놓고 사 마실 돈이 없었고, 그래서 500짜리 생맥주 한 조끼만 달랑 시켜놓고는 안주도 없이 거의 한시간이나 버티었다.",OOOOOOOOOBOOBIOOOOOOOOBOOOOOOOOOOOOOOOOOOBIOOOBIOOOOOOOOOOOBIOOOOOOOOOBIOOOOOOOO
57851,"연초 소매업자는 모두 58호가 있었는데, 이 중 4호가 일본인이었고 나머지는 한국인이었다.",BIOBIIIOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOBIIOOBIIOOOO
30664,- 그럼 정말 의혹은 없는 겁니까.,OOOOOOOOBIOOOOOOOOO
68368,"한데 딱하게도 그 줄이란 버스 타는 줄도 아니요, 생활 필수품을 사려고 기다리는 줄도 아니다.",OOOOOOOOOOBOOOBIOOOOBOOOOOOOBIOBIIOOOOOOOOOOOBOOOOOO
4593,그때는 학번이 민성이 형이 아.,BIOOBIOOBIOOBOOOO
20556,문장 구사법도 자연스럽지만 감정의 표출이 보통이 아니었다.,BIOBIOOOBIOOOOOBIOOBIOOBIOOOOOOO
69161,"먼저 농민이 들판에서 차리고, 유통업자와 식품업자가 시장에서 차리고, 가정에서는 주부들이 마무리로 차립니다.",OOOBIOOBIOOOOOOOOBIIIOOBIIIOOBIOOOOOOOOBIOOOOBIOOOBIIOOOOOOO
17550,그의 제자들은 훗날 고려라는 새 왕조에 가서 출세하기에 이르렀다.,OOOBIOOOBIOBIOOOOOBIOOOOOBIOOOOOOOOO
30453,"어::~ 그~ 같이 술을 그까 다릴 때만 같이 섞어서 다린다고 하드라구요 그서,",OOOOOOOOOOOBOOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOO
44106,실로 80년이면 우리나라 가요의 전사(全史)나 다름없다.,OOOOOOOOOBIIIOBIOOBIOOOOOOOOOOO
57992,왜 영도가 있을 거라고 생각했을까.,OOBIOOOOOOOOOBIOOOO
3090,"따라서 직급제도의 조정 또는 폐지방안은 승진제도의 문제점이 가장 현저하게 드러나는 고등법원 부장판사 직급제도를 중심으로 재검토되어야 하고, 나아가 승진여부와는 관계없이 소신을 가지고 정년이 될 때까지 법관으로 근무할 수 있는 제도적 장치의 마련을 위하여 지속적인 논의가 있어야 한다고 생각합니다.",OOOOBIOOOOBIOOOOBIOOOOBIOOOOBIIOOOOOOOOOOOOOOOBIOOOBIOOOBIOOOOBIOOOOBIOOOOOOOOOOOOBIOOOOOBIOOOBIOOOOOOBIOOOOBOOOBIOOOBIOOOOOOOBIOOBIOOBIOOOOOOBIOOOBIOOOOOOOOOOBIOOOO
28977,하여보았다. 어머니 말씀마따나 시집이라고 왔어야 나하고 살아본 동안이 날짜로 따져도 몇달이 못 될 것이다.,OOOOOOOBIIOBIOOOOBIOOOOOOOOOOOOOOOOBIOOBIOOOOOOOBOOOOOOOOOO
1182,자전거를 타고 왔던 걸 보면 그때도 그리 먼 거리는 아니었을 텐데 어린 나는 그런 것까지 유추할 수는 없었던가 보다.,BIIOOOOOOOOOOOOOBIOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOO
24409,갈밭 사잇길로 들어섰다.,BIOBIIOOOOOOO
15750,생각해봅시다 농산물 가격 농산물 가격의 특징 가운데 하나는 완전 자유 시장 경제에서 수요와 공급에 의해 값이 정해진다는 것이다.,BIOOOOOBIIOBIOBIIOBIOOBIOBIIOOOOOBIOBIOBIOBIOOOBIOOBIOOOOOBOOOOOOOOOOOO
32219,"먹히는 반면에,",OOOOBIOO
49837,그는 중국에서 시어사(侍御史)라는 벼슬까지 이르렀고 궁궐을 마음대로 출입할 수 있는 영광을 누리기도 하였다.,OOOBIOOOBIIOOOOOOOOBIOOOOOOOOBIOOOOOOOBIOOOOOOOBIOOOOOOOOOOO
1940,"소설은 허가 맡은 거짓말이니까 아무리 거짓말을 해도 법에 걸리지는 않겠지만 사람 사는 세상에는 왜 예로부터 허가 맡은 거짓말이 있어왔을까, 생각할수록 내 아둔한 머리로는 여간 고민스럽지가 않다.",BIOOBIOOOOBIIOOOOOOOOBIIOOOOOBOOOOOOOOOOOOBIOOOOBIOOOOOBOOOOBIOOOOBIIOOOOOOOOOBIOOOOOOOOOOBIOOOOOOBIOOOOOOOO
42897,라프산자니 대통령은 이날 기자 회견을 통해 이 같이 밝히고 이란은 걸프 전쟁을 종식시키기 위해 미국 및 이라크와 협상할 준비가 되어 있다고 말했다.,BIIIIOBIIOOBIOBIOBIOOOOOOOOOOOOOOBIOOBIOBIOOBIOOOOOOOBIOOOBIIOOBIOOBIOOOOOOOOOBOOO
49253,"장군님이 제 곁에 계시는 것만으로도 저는 만족합니다.""",BIOOOOOBOOOOOOOOOOOOOOOBIOOOOO
62336,방안으로 들어선 첫째는 목멘 소리로 어머니를 불렀다.,BOOOOOOOOOOOOOOOBIOOBIIOOOOOO
52380,"""두 분이 가까운 친구라는 것은 잘 알고 있습니다.",OOOOOOOOOOBIOOOOOOOOOOOOOOOO
72979,"그래서 좋은 마음을 가지면요,",OOOOOOOBIOOOOOOO
46788,비교적 젊은 작가들이 쓴 작품 중에서 뽑은 것인데 맨 먼저의 것은 스스로를 무기질이라고 하는 사람의 자기 진술이며 그 다음 것은 나이 30이 돼 한물간 술집여자의 오늘의 황폐한 생활을 보여주기 위해 다소 과장된 어투로 그네의 전력을 설명묘사한 것이다.,BIOOOOOBIOOOOOBIOOOOOOOOOOOOOOBIOOOOOBIIOOBIIOOOOOOOBIOOOOOBIOOOOOBIOOOOBIOOOOOOOOOOOBIOOOOBIOOBIOOBIOOOOOOOOOOOOOBIOOBIOOOOOOBIOOBIOOOOOOOO
74297,윤희의 목소리는 아직도 평온했다.,BIOOBIIOOOOOOBIOOO
38743,그곳에서 비로소 체내의 단백질로 합성되는데 이때 재료인 아미노산 중에서 남은 것이나 부족한 것이 생기게 마련이다.,OOOOOOOOOBIOOBIIOOBIOOOOBIOBIOOBIIIOOOOOOOOOOOOBIOOOOOOOOOOOOOO
9920,"이건 뭐 공부를 안 하니까 하나도 모르겠다,",OOOOOBIOOOOOOOOOOOOOOOOO
6093,"내가 글래머라거나 세계를 여행한다거나, 강력한 사람들을 인터뷰해서가 아니라 말이죠.",OOOBIIOOOOBIOOBIOOOOOOOOOOBIOOOBIIOOOOOOOOBOOO
9941,"겉으로는 핵 갖지 말자 그래두,",BOOOOBOOOOOOOOOOO
37372,"""네, 알고 계실 거예요.",OOOOOOOOOOOOOO
21251,"한국개발연구원의 이덕훈 박사는 ""연공서열에 길들여 있는 국내 뱅커들로선 성과주의를 받아들이기 어려울 것""이라고 말한다.",BIIIIIIOOBIIOBIOOOBIIIOOOOOOOOOBIOBIOOOOBIOOOOOOOOOOOOOOOOOOOOBOOO
9163,그러나 이 말도 여유있게 해석해야 한다.,OOOOOOBOOBIOOOBIOOOOOO
38132,"혈압이란 무엇인가 ""당신은 혈압이 얼마입니까?"" ""110에서 65입니다.""",BIOOOOOOOOOOOOOBIOOBIOOOOOOOOOOOOOOOOOOOO
46422,산천은 아직 한겨울이었다.,BIOOOOOOBIOOOO
63456,"한미은행 / 창립 14주년 기념식 거행 한미은행(은행장 홍세표)은 3월 16일 창립기념일을 맞아, 3월 15일 오전 본점 10층 강당에서 창립 14주년 기념식과 함께 우수직원 및 ‘올해의 인물’에 대해 포상하고, 우수 직원가족 및 고객을 초청하여 감사장을 전달했다.",BIIIOOOBIOOOOOOBIIOBIOBBIIOOOOOBIIOOOOOOOOOOBIIOOOOOOOOOOOOOOOBIOBIOOOBOBIOOOBIOOOOOOBIIOOOOOBIOOOOOOBIOOBIOOOOOOBIOOOOBIOBIOOOOOBIOOBIOOOBIIOOBIOOO
16296,즉 강남 8학군의 학력 수준이 높은 것은 산간벽지 학생과는 도저히 비교가 되지 않을 정도로 막대한 사교육비를 투자해 얻은 결과라는 것이다.,OOBIOOBIOOBIOBIOOOOOOOOBIIIOBIOOOOOOOBIOOOOOOOOBIOOOOOOBIIIOOBIOOOOOBIOOOOOOO
48407,그런데 임산부는 자기 속에 남을 품는다.,OOOOBIIOOOOOBOOBOOOOOO
45517,"감방장은 인근 군에 사는 농민으로, 꾼 돈을 갚지 못해 사기로 구속되었는데 고소인과 합의를 보았기 때문에 곧 석방될 것이라 했다.",BIIOOBIOBOOOOOBIOOOOOOBOOOOOOOOBIOOBIOOOOOBIIOOBIOOOOOOOOOOOOBIOOOOOOOOO
48441,누가 주체가 되어야 할까?,OOOBIOOOOOOOOO
35209,이것은 쉽게 말해서 화장경비이다.,OOOOOOOBOOOBIOOOOO
73058,"막~ 팔자다리로 걷고,",OOOBIIIOOOOO
2344,종보에는 목침형 대공을 세워 종도리를 받치고 있다.,BIOOOBIOOBIOOOOOBIIOOOOOOOOO
4301,그 기저는 백남준씨의 미술과 황병기씨의 음악이다.,OOBIOOBIIOOOBIOOBIIOOOBIOOO
43984,이란의 하세미 라프산자니 대통령과 메디 카루비 국회 의장은 이란을 방문중인 김달현 북한 부총리와 만난 자리에서 김일성 북한 주석이 이란을 공식방문해 줄 것을 요청했다고 테헤란 라디오가 4일 보도했다.,BIOOBIIOBIIIIOBIIOOBIOBIIOBIOBIOOBIOOBIOOOBIIOBIOBIIOOOOOBIOOOBIIOBIOBIOOBIOOBIOOOOOOOOOBIOOOOBIIOBIIOOOOOBIOOO
72035,수사에 협조바랍니다.,BIOOBIOOOOO
9705,"이와 달리 조합형 코드를 주장하는 이들은 '한글을 전부 표현할 수 없는 컴퓨터 코드체계는 의미가 없다'며 5천여 명의 서명서를 받은 탄원서를 제출, 완성형 표준코드를 반대했다.",OOOOOOBIOOBIOOBIOOOOOOOOBIOOOOOBIOOOOOOOBIIOBIOOOOBIOOOOOOOOOOOOOOBIIOOOOOBIIOOBIOOBIOOBIOOOOBIOOO
63395,아빠는 그 아이를 쳐다보고는 품이에게 빵과 주스를 갖다주라고 말했습니다.,BIOOOOBIOOOOOOOOBIOOOBOOBIOOOOOOOOBOOOOO
10935,산등성이에 걸친 달무리 위로 기러기가 나는 작품집의 표지 그림은 조병화 씨가 맡았다.,BIIIOOOOOBIIOBOOBIIOOOOOBIIOOBIOBIOOBIIOOOOOOOO
14650,난 아니에요.,OOOOOOO
53952,사랑하는 사람과 모든 시간을 다 가질 수 없다는 것은 괴로움이다.,BIOOOBIOOOOOBIOOOOOOOOOOOOOOOOBIIOOO
19769,"▴ 데리아빈은 또 ""63년 흉작과 중국 공산당과의 불화로 인해 흐루시초프에 대한 압력이 가중되고 있었다""고 보고했으며 자신은 처음부터 암살 사건이 난 한달 후인 그해 12월에 흐루시초프의 실각을 예측하고 있었다고 보고했다.",OOBIIIOOOOOOOOOBIOOBIOBIIOOOBIOOOOOBIIIIOOOOOBIOOBIOOOOOOOOOBIOOOOBIOOBIOOOBIOBIOOOOOOOBOOBIOOOOOOBIIIIOOBIOOBIOOOOOOOOBIOOO
29797,기존의 권력만능주의를 경계하고 오만한 권력을 견제하는 것은 새로운 정치가 담당해야 할 중요한 과제가 될 것이다.,BIOOBIOOOOOOBIOOOBIOOBIOOBIOOOOOOOOOOBIOOBIOOOOOBIOOBIOOOOOOOO
67375,어찌 보면 여성 해방이라는 거창한 주제가 모든 수단을 정당화하는 듯한 인상을 준다.,OOOOOOBIOBIOOOOOOOOBIOOOOOBIOOOOOOOOOOOBIOOOOO
64060,이렇게 이들 단체들이 초창기에 겪었던 어려움은 물론 재정상의 어려움과도 관련이 있지만 과학자들이 집단을 형성해서 수행하는 새로운 형태의 과학활동이 자리잡는 과정에서의 어려움의 표현이었다고 볼 수 있다.,OOOOOOOBIOOOBIIOOOOOOBIIOOOOOBIOOOBIIOOOBIOOOOOOBIIOOOBIOOBIOOOBIOOOOOOOBIOOBIOOOOBIOOOBIOOOOBIIOOBIOOOOOOOOOOOO
69547,"지금처럼 화학적 / 기계적 / 경제적 / 관료주의적 / 문화적으로 분해된 인간관계가 유기적 공동체성을 회복할 때 말 그대로의 유기농은 가능하겠지만, 거꾸로 화학적으로 분해된 오늘의 공업산업사회가 생명공동체사회로 극복되는 총체적 생명해방 ─ 전일적 해방선상에서만이 진정한 노동 / 농민해방도 전망될 것이다.",BIOOOBIOOOOBIOOOOBIOOOOBIIIOOOOBIOOOOBIOOBIIIOOBIOOBIIOOOBIOOBOBOOOOOOBIIOOBIOOOOOOOOOOBIOOOOBIOOBIOOBIOOOOOOBIIOOOOOOBIOOOBIOOBIOOOOOBIOOBIOOOOOOOOOOOBIOOOBIOOOOBIOOOOOO
25516,매월이가 일어나서 바깥에 나갔다 들어오더니 부적 한 장을 신석주의 콩소매에다 집어넣었다.,BIIOOOOOOOBIOOOOOOOOOOOOBIOOOOOOBIIOOBIIOOOOOOOOO
63959,이 아카데미는 당시 플로렌스의 실력자들이었던 메디치(Medici)가의 후원을 받았는데 갈릴레오의 제자였던 토리첼리의 후계자들이 주축이 되어 이루어졌다.,OOBIIIOOBIOBIIIOOBIIOOOOOBIIOOOOOOOOOOOBIOOOOOOOBIIIOOBIOOOBIIIOOBIIOOOBIOOOOOOOOOOO
25837,그 그 .,OOOOO
29528,문구멍으로 내다보니 순사 두 사람과 일본 헌병 칠팔명이 모두 칼 꽂은 총을 들고서 서당 쪽을 향해 올라오고 있었다.,BIOOOOOOOOOBIOOOBIOOBIOBIOOOOOOOOOBOOOOBOOOOOOBIOOOOOOOOOOOOOOOO
17706,또한 커피색의 용기와 라벨은 부드러운 맛을 전달하기에는 적당하지 않았다.,OOOBIOOOBIOOBIOOOOOOOBOOBIOOOOOOOOOOOOOO
11992,눈발은 이날도 멎지 않았다.,BIOOOBOOOOOOOOO
15471,그후 얼마 안 있어서다.,OBOBIOOOOOOOO
59553,"일반적으로 쥐를 중간 방에 넣으면, 쥐는 곧바로 검정색 방으로 뛰어들어 그곳에 머물러 있는다.",BIOOOOBOOBIOBOOOOOOOBOOOOOOBIIOBOOOOOOOOOOOOOOOOOOOO
53265,(주)한국존슨앤드존슨 칼리 T밸런스 T존을 보송보송 지켜 주는 피지 조절용 젤 타입 크림.,OBIIIIIIIOOOBIOOBIIOOBOOOOOOOOOOOOOBIOBIOOBOBIOBIO
46621,검찰은 이에 대해 정씨 측이 국방부 김영호 씨와 맺은 계약서를 제시해 제일생명 윤성식 상무가 이를 믿고 그렇게 했다고 말했다.,BIOOOOOOOOBOOOOOBIIOBIIOOOOOOOBIIOOBIOOBIIIOBIIOBIOOOOOOOOOOOOOOOOBOOO
37581,"또한 귀가 잘 안 들리게 되며 안경 없이는 신문을 보기 힘들 뿐만 아니라, 발을 헛딛는 경우도 많아진다.",OOOBOOOOOOOOOOOOOBIOOOOOBIOOOOOOOOOOOOOOOOBOOOOOOBIOOOOOOO
70984,또한 이처럼 의료생활세계의 모든 주체들이 펼치는 가치관점의 다양성(다원주의성)에도 불구하고 의료사회의 통합이 가능할 수 있는 것은 바로 '의료적 대화'라는 의료문화의 새로운 핵심가치 때문이라고 할 수 있다.,OOOOOOOBIOOOOOOOOOBIOOOOOOOBIOOOOBIBIIIOOOOOOOOOOOOBIOOOOBIOOBIOOOOOOOOOOOOOOBIOOBIOOOOBIOOOOOOOOBIOOOOOOOOOOOOOOOO
21772,명색이 장가일 뿐 그것은 상것들이나 입초에 올릴 만한 잡가였다.,BIOOBIOOOOOOOOBIOOOOBIOOOOOOOOBIOOO
57997,"""세금에는 여러 가지가 있지만 꼭 알아 두어야 할 것에는 내국세와 관세를 들 수 있지.""",OBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOBIOOOOOOOOOO
31784,『사용자들에게 과거의 감정과 피해 의식을 버리고 새로운 각오로 일할 의지를 가진 근로자를 산업 현장으로 포용해 달라고 설득하고 있습니다.,OBIIOOOOBIOOBIOOBIOBIOOOOOOOOOOBIOOBOOBIOOOOOBIIOOBIOBIOOOBIOOOOOOBIOOOOOOOO
74889,一梧兄!,OOOO
66487,문학적 처리가 되기 이전의 인간의 심리·과학적 진리·생활상·종교적 신념·신화·역사·철학·사상 등이 일체의 것이다.,BIOOBIOOOOOBIOOBIOOBBIOOOOBBIIOOOOOOOBBIOOOOOOOOOOOOOOOBIOOOOOO
64948,적어도 일상에 무뎌진 감성을 갖고 반복적으로 길들여진 채로 사는 것은 아니기 때문에.,OOOOBIOOOOOOBIOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOO
27466,"자 의성어 의태어 카드 나왔네::,",OOBIIOBIIOBIOOOOOOO
35902,고승우는 놀란 눈으로 달려들어 만돌이를 끌어내는 춘기를 도왔지만 춘기는 여관 손님 정도로만 생각했다.,BIIOOOOOBOOOOOOOOBIIOOOOOOOBIOOOOOOOBIOOBIOBOOBIOOOBIOOO
34272,"또 녹는점은 -259.2℃,",OOBIIOOOOOOOOOO
59761,"책의예상 판매 부수를 묻는 질문에 그는 ""몇 권 팔려야 인쇄비가 나오냐""며 ""대중을 이해시키지 못하는 예술은 의미가 없다""고 말했다.",BBIOOBIOBIOOOOOBIOOOOOOOOOOOOOOBIIOOOOOOOOOBIOOBIOOOOOOOOBIOOBIOOOOOOOBOOO
58958,방바닥은 일반적으로 보일러(연탄)로 실내를 덥히는 집이 많다.,BIIOOBIOOOOBBIOOOOOOBIOOOOOOBOOOOO
70984,그런 아줌마를 보고 있으면 나는 전 세계 바게트에다 단팥을 듬뿍 집어넣고 싶은 심정이었다.,OOOBIIOOOOOOOOOOOOOOBIOBIIOOOBIOOOOOOOOOOOOOBIOOOO
8366,무리할 필요는 없다.,BIOOBIOOOOO
33526,송판은 더 심하게 움직였습니다.,BIOOOOOOOOOOOOOOO
22164,늘 알림장을 보고 준비물 챙기는 것을 도와 주었고 간혹 선생님을 뵙기도 했었지만 아이가 알림장을 부실하게 써 오고 숙제를 안해 가는 것은 전혀 모르고 있었다.,OOBIIOOOOOBIIOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOBIOOBIIOOBIOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOO
72582,"일 년에 4세 반, 그러니까 이 년마다 9세를 더해야 했다.",OOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOO
37399,어깨의 근육통의 종류는 대체로 다음과 같이 분류된다.,BIOOBIIOOBIOOOOOOBIOOOOOBIOOO
65256,이 구멍은 겨우 손이나 들어갈는지 물론 사람은 나들 수가 없었다.,OOBIOOOOOBOOOOOOOOOOOOBIOOOOOOOOOOOO
58159,그러나 쑤니는 언제나 그의 요구를 다 들어줄 수는 없었다.,OOOOBIOOOOOOOOOBIOOOOOOOOOOOOOOO
39116,"16:05 신촌역에서 이대 정문을 향해 걸어올라가다 보면 그 유명한 액세서리집 '주노'가 있지? 오늘은 웬일로 우리의 준호(주인아줌마의 아들, 준호의 이름을 따서 가게이름이 '주노'임)가 머리카락에 힘을 팍팍 주고 나와 오고가는 언니들의 액세서리 선택에 조언(?)을 해주고 있다.",OOOOOOBIIOOOBIOBIOOOOOOOOOOOOOOOOOBIOOBIIIOOOBIOOOOOOOBIOOBIOOOOOOBBIIIIOOOOBIOOBIOOBIOOOOOBIOOOOOBIOOOOOBIIIOOBOOOOOOOOOOOOOOOOBIOOOBIIIOBIOOBIOOOOOOOOOOOO
54875,"어떠냐, 내 말이 맞지?""",OOOOOOOBOOOOOO
5270,"아니 그런 게 아니라,",OOOOOOOOOOOO
15651,"시바스리갈이었던 거 같거덩::,",BIIIIOOOOOOOOOOOO
13501,아침 일찍부터 출근하는 엄마들이 유모차에 아이를 데리고 와서 보모에게 맡기면서 아이의 상태를 자세하게 이야기해 준다.,BIOOOOOOBIOOOBIOOOBIIOOBIOOOOOOOOOBIOOOOOOOOBIOOBIOOOOOOOBIIOOOOO
41973,그러나 아무 응답도 없자 한바탕 '물 좀 주소'를 부르고 사라지는 것이었다.,OOOOOOOBIOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOOOO
44166,"피곤해, 정말 피곤해"" 하던 여자들.",BIOOOOOOBIOOOOOOBIOO
36429,이것을 설계한 사람은 자칭 수학의 이단자인 케니스 아이버슨이었다.,OOOOBIOOBIOOBIOBIOOBIIOOBIIOBIIIOOOO
61415,"이 아래아 한글에는,",OOBIIOBIOOO
4821,"지금까지 앞에서 달리고만 있던 서내는 이제 후배가 넘어서야 할, 깨뜨려야 할 '벽'이 되는 것이다.",BIOOOBOOOOOOOOOOOBIOOOOOBIOOOOOOOOOOOOOOOOOOBOOOOOOOOOO
51674,"병섭이 소일거리도 시킬 겸.""",BIIOBIIIOOOOOOOO
35492,거기다 둘 다 열렬한 야구광이어서 공감대 형성이 그리 어렵지만은 않았다.,OOOOOOOOOOOOBIOOOOOBIIOBIOOOOOOOOOOOOOOO
43463,나를 내 사랑으로부터 멀리 떠나게 해주세요.,OOOOOBIOOOOOOOOOOOOOOOOO
40617,'겨우 반년 동안 학교를 다니고 그만둘 거였다면 차라리 이 학교에 들어오지 말걸.',OOOOBIOBIOBIOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOO
3201,탄성을 질렀습니다.,BIOOOOOOOO
69932,"또 교외에서 사는 사람이 물건을 사러 마차로 읍내에 왔다가 하룻밤을 투숙해야 했고, 방문 나온 신사와 숙녀들이 발만으로 보도를 더듬어 가다가 어디서 방향이 바뀌었는지도 모르고 반 마장이나 길을 빗나가기도 했다.",OOBIOOOOOOBIOOBIOOOOOBIOOBIOOOOOOBIIOOBIOOOOOOOBIOOOOBIOOBIOOOBOOOOBIOOOOOOOOOOOOOOBIOOOOOOOOOOOOOBOBIOOOBOOOOOOOOOOO
29790,"수련의 전기적 요소와 역사적 맥락과 종교적 아우라를 물리치고, 수련 그 자체를 클로즈 리딩(close reading)한다.",BIOOBIOOBIOOBIOOBIOOBIOOBIIOOOOOOOOBIOOOBIOOBIIOBIOOOOOOOOOOOOOOOOOO
37141,궁중에서 잔치가 벌어졌다.,BIOOOBIOOOOOOO
12735,"니스-페인트, 옻칠을 한 칠가구는 먼지를 털어낸 뒤 비누걸레→물걸레→마른 걸레 순으로 손질한다.",BBIIOOOOBIOOOOBIOOOBIOOOOOOBOIIOBIIOOOOBOBIOBOOOBIOOO
59016,"또한, 일정한 지역의 사회 구성원 사이에 자발적 참여와 연대를 기초로 공동의 문제를 함께 해결함으로써, 공공서비스를 공동으로 생산하고 공동체 의식과 이념의 제도화에 기여한다.",OOOOBIOOBIOOBIOBIIOBIOOBIOOBIOOBIOOBIOOBIOOBIOOOOOBIOOOOOOBIIOOOOBIOOOBIOOOBIIOBIOOBIOOBIOOOBIOOO
19771,다른 애들은 안 놀아줘도 혜미만은 아이와 놀아줬다.,OOOBOOOOOOOOOOBIOOOBIOOOOOOO
74909,"악천후로 배가 침몰할 수도, 테러리스트들의 습격을 받을 수도, 배안에서 폭발 등의 사고가 날 수도 있다.",BIIOOBOOBIOOOOOOBIIIIOOOBIOOOOOOOOOBOOOOBIOOOOBIOOOOOOOOOO
19583,"따라서 직접우편의 이용이나 지역순방 또는 유세장을 활용하는 것을 잘 검토하고 매체접촉상황, 도달률, 빈도 등을 잘 감안하여 경로의 상호보완 및 상승효과를 도모해야 할 것이다.",OOOOBIOOOOBIOOOBIOOOOOOBIIOOBIOOOOOOOOBIOOOBIOOOOOOBIOOOBIOOOOOOBIOOOBIOOBIOOOOOBIOOOOBIOOOOOOOOO
69792,그런 생각도 들고?,OOOBIOOOOO
37112,"""자아, 떡집과 카라카라와 떡집 패들을 내일 아침 해님을 못 보게 해주어야 된다.""",OOOOOBIOOBIIIOOBIOBOOOBIOBIOBOOOOOOOOOOOOOOOOO
26032,그 특별한 능력이 바로 '취미'다.,OOBIOOBIOOOOOOBIOOO
13581,어린이용은 대부분 넘어지지 않도록 보조바퀴가 달려 있는데 어른용도 1만∼1만 5천원을 주면 보조바퀴를 부착해준다.,BIIOOOBIIOOOOOOOOOOBIOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOBIOOOOBIOOOO
24618,"금감원 고위 관계자는 ""우량은행의 경우 지방은행과 합병하면 취약한 지방영업을 강화할 수 있는 시너지 효과를 얻을 수 있다""며 ""실제로 이 방안을 긍정적으로 검토하는 우량은행이 있다""고 말했다.",BIIOBIOBIIOOBIIOOOOBIOBIOOOOBIOOOBIOOBIOOOOBIOOOOOOOBIIOBIOOOOOOOOOOOOOOOOOOOBIOOBIOOOOBIOOOBIOOOOOOOOOBOOO
48939,"능력을 신장시키고 거기 더 나아가서 시민 의식과,",BIOOBIOOOOOOOOOOOOOOBIOBIOO
27316,"뿅 한번,",OOOOO
65634,그래서 더욱 나는 그 아이에 대한 온종일의 방심 끝에 내가 체험한 그 기묘한 섬뜩함에 어떤 의미를 붙이려 했는지도 모른다.,OOOOOOOOOOOOBIOOOOOBIIOOBIOBOOOOOBIOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOO
63779,"이렇게 법은,",OOOOBOO
7244,"앞에서 말한 바와 같이 특정한 울타리 안에 갇혀 있는 종교라든가, 그렇기 때문에 '언제', '어디에서'나 있는 인간의 궁극적인 물음에 대한 해답의 구실을 하지 못할 뿐만 아니라, 그러한 물음은 아예 있을 수가 없다든가, 민속 종교는 온 영역 안의 인간들이 스스로의 삶의 과정을 겪으면서 새롭게 터득해 가는 인간의 물음에 대해서는 말하고 있지만, 변화하는 삶 전체의 정황이 빚어 내는 새롭게 제기된 인간의 물음에 대해서는 완전히 입을 닫고 만다고 하는 것들이다.",BOOOBOOOOOOOOBIOOBIIOBOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOBIOOOBIOOOOOBIOOBIOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOBIOBIOOOOBIOBOOBIOOOBIIOOBOOBIOOOOOOOOOOOBIOOOOOBIOOBIOOOOOOOBOOOOOOOOBIOOOBOBIOOBIOOOOOOOOOOOOBIOOBIOOBIOOOOOOOOOOOBOOOOOOOOOOOOOOOOO
